,q0(theta)
191,1.7837451677405392
192,-0.7616359936952776
193,-0.8203080903423763
194,-0.7514771545899114
195,0.04503594573870765
196,-0.6387384566092937
197,-0.8735145384532287
198,-0.6265521177632111
199,1.9479876761789316
200,1.7705604621887943
201,1.8926878805905836
202,-0.7541958144523504
203,1.9528976857779683
204,-0.784543105123189
205,1.7190037043869486
206,-0.9313735631040652
207,1.957079123191202
208,1.9720889495815197
209,-0.9917782318139765
210,-0.629896616044866
211,-0.7588018920710121
212,-0.7117554707472138
213,1.9236816238042427
214,-0.7725316297189266
215,-0.6593827530066634
216,1.5989420189770074
217,1.7987234490849022
218,-0.9986434255635374
219,-0.7371400021185334
220,-0.6949180671305718
221,-0.7889178029488588
222,-0.9748760326582694
223,1.9243087717527105
224,-0.6685970224873446
225,-0.7300016603196715
226,0.051100756402628324
227,1.8106930625269722
228,0.06361896584860596
229,1.826093437435189
230,-0.9948670957931907
231,1.7436504961776227
232,-0.7423384065592289
233,-0.9019612140217864
234,-0.6335134094603729
235,-0.8788705266767299
236,1.7052551024135882
237,1.7545256615628009
238,1.6275788368633424
239,-0.7371507455974948
240,1.9172931253635848
241,-0.89075026205674
242,-0.6776313993424524
243,-0.8667709689151588
244,-0.7664615203736107
245,1.7191845785937714
246,1.5654232735141724
247,0.0184547668280847
248,-0.5819483790999097
249,1.9153747041889446
250,1.965945832150168
251,-0.866195310421575
252,-0.9873343202953964
253,-0.8990406210583544
254,1.6895230027959487
255,1.5852798500417893
256,-0.7655298238836337
257,1.5934397797878415
258,1.7299960338185445
259,1.8718251474929377
260,1.5955794737181608
261,1.8689288286168515
262,1.6555722498316623
263,1.771913659651258
264,-0.7749519828528797
265,1.9710627286625617
266,-0.954290338435515
267,1.7884688717895114
268,0.03218451249637845
269,-0.861100290009037
270,0.9555899377519854
271,1.9510422200651505
272,-0.932530237554315
273,-0.7410127998141111
274,1.6938074013098696
275,1.6402218526297023
276,-0.8471058413292133
277,1.9514414127363955
278,1.7283655277075842
279,1.8192571854595363
280,1.8010459454856997
281,1.6839194241563775
282,1.5867595674735302
283,-0.9337481645622664
284,1.583557830388764
285,1.6875791170155705
286,1.967554265557878
287,-0.6753177025446419
288,0.0442299001127921
289,1.8430319384780671
290,1.9480570714232683
291,-0.6013332110865327
292,0.9713477144480922
293,-0.8808737788215748
294,-0.7470239831163911
295,1.713897725123381
296,-0.9131375533446862
297,-0.8156035779278322
298,-0.9652306340583247
299,-0.8429039191674564
300,-0.5819959632372926
301,1.7931940698247661
302,1.9637481816198283
303,1.912951211266634
304,-0.7285027618867806
305,-0.878633075716624
306,-0.9964202796103548
307,-0.9029409835439152
308,1.8470539394938408
309,-0.9270364457739818
310,-0.5827770026135133
311,1.7900229464060167
312,1.733472722054034
313,0.9880034832818309
314,-0.5865681918695037
315,1.6818650260352561
316,-0.8333089116660608
317,-0.8678956107242864
318,1.8733754691410502
319,1.8661766351042486
320,1.7437930900699503
321,-0.9317855516248376
322,-0.9111699881471851
323,-0.8420129948183892
324,0.9769380398881914
325,-0.8159388414816432
326,1.9238727544088088
327,1.7924255085283176
328,-0.9342680046376781
329,1.8002535586446042
330,-0.8420056326535188
331,1.9619148214290072
332,1.966224715747982
333,1.960385179364036
334,-0.7198887532814413
335,1.8992032071913938
336,-0.9814773432502747
337,-0.9736143980789487
338,-0.9573881760030979
339,1.8521714509708107
340,1.7754850916356018
341,1.6444657052206304
342,1.720253374756721
343,-0.8284200433011832
344,1.8976540658594294
345,-0.6190816213621646
346,-0.7686837282947679
347,-0.9775402427885344
348,1.7750625755121532
349,-0.8658523169710908
350,1.9042958590258767
351,1.927991987499149
352,-0.9262883621843095
353,1.9395468787589152
354,-0.8749204956051831
355,1.8202439617983774
356,-0.8265420451144868
357,1.6424066680485856
358,-0.6860257589307603
359,-0.7587578685155599
360,1.7177083210789996
361,-0.7874167977914506
362,-0.7168662789562507
363,1.979586348607022
364,-0.8349012665043269
365,-0.8818491192018918
366,1.8308085434047376
367,-0.9420111006203062
368,1.7495478903442758
369,1.7161915894655715
370,-0.6073824086856789
371,1.985741167935137
372,-0.9001986082914016
373,-0.9143448346094885
374,-0.9998930854336789
375,0.018570193143231068
376,1.8254458890827219
377,-0.854316791882456
378,1.947876945094673
379,-0.6666011609267146
380,1.7797996134851548
381,-0.8902718354719041
382,1.9839177266326438
383,1.929475943797954
384,1.9796516146199543
385,1.7124227899667408
386,1.9473873566869022
387,0.9729668329687664
388,-0.8716285938289686
389,0.989407798175848
390,1.9620979825020426
391,-0.8712717862141761
392,-0.9981093083506202
393,-0.8066561976739401
394,-0.8869922994284806
395,1.7232153337575018
396,0.9934303491889539
397,-0.8875884751627817
398,1.6695104739091762
399,-0.7483038077497686
400,-0.8247626620938363
401,-0.7508055131118945
402,1.969363614609136
403,-0.6471612480271689
404,1.9735658417057618
405,1.9716469306451787
406,1.9598831232457365
407,-0.9916284961532147
408,-0.7467312504053056
409,0.04390169425623699
410,1.7386752132406071
411,0.9747175642116194
412,-0.6010330013722223
413,1.7896032852949142
414,1.688467352821247
415,-0.6222457845459738
416,1.7442627780440105
417,-0.6708929556125265
418,-0.6973626146978658
419,1.8989792642160883
420,-0.9821102698778783
421,1.9113333515123765
422,1.5988709683345588
423,-0.7775454297256444
424,1.9771504618297042
425,1.65264234403763
426,1.9441367119526993
427,-0.8237910956375778
428,-0.7533406508910683
429,1.919012311731989
430,0.013113681552093828
431,1.578353376494895
432,1.6859494744589425
433,1.925112577785445
434,-0.7884015607081317
435,1.9859104184616914
436,1.8972950630446304
437,-0.7057463663108827
438,-0.8800019558257982
439,-0.5964679597238524
440,-0.9200224671232001
441,-0.8805830884257451
442,-0.9875741046225446
443,1.9586945426912978
444,1.737861112730818
445,-0.7124177961934371
446,-0.8496004370290045
447,1.7037692262094086
448,-0.8072145956160788
449,-0.8933118723746736
450,1.6720735369665647
451,-0.979128083451051
452,-0.9080029117539125
453,1.6320738564248032
454,-0.603398250069916
455,1.8040857523491858
456,1.9430415253384055
457,1.592961998535778
458,1.9914838190822006
459,-0.9096133178716953
460,0.036475587073572104
461,-0.9089157490153509
462,-0.8198548254283147
463,-0.9228939366812903
464,1.8447921477299725
465,-0.585023847820545
466,-0.590944385966384
467,-0.9242654028061262
468,1.879530069165351
469,0.9600652075961611
470,-0.6195834740950629
471,-0.9455058206212062
472,1.9783569456435846
473,1.8310266316665316
474,-0.6523662606487798
475,-0.797004087109568
476,1.6724985282883054
477,1.8420430454026433
478,-0.5916063555643695
479,1.7284555305922382
480,1.7935013114601206
481,0.9518982807225232
482,0.9443026833775928
483,-0.8264452676373504
484,1.5813513552581147
485,-0.9548960518605738
486,-0.8569646780429363
487,1.8790478377072866
488,1.9507612461637116
489,-0.9665402882835187
490,0.9718681617093184
491,1.9806046536320023
492,1.9565032446144994
493,-0.7506650964929581
494,1.8189225821245456
495,-0.6509214909905466
496,0.9889151342511253
497,1.8598716670792297
498,-0.7885577358145824
499,-0.7892913760203951
500,-0.5724588436858262
501,-0.6609209207347166
502,-0.6464980253111149
503,-0.5860614142430307
504,1.8288175161762001
505,0.0037620055976478003
506,-0.984265186665609
507,1.5805848973270258
508,-0.7624081553405436
509,-0.8533827040485598
510,-0.851143355645507
511,1.9664826929875003
512,1.8460078071560975
513,-0.5738915925928316
514,1.924438821254023
515,1.970581982650712
516,1.8697055620059952
517,1.6411603613117196
518,-0.8654409665852684
519,-0.9130665908555163
520,-0.6380055883269462
521,1.6610252139125603
522,-0.6725440550935515
523,1.643819007099265
524,1.6838974564832312
525,-0.7967639502532322
526,-0.669076995409326
527,1.8161451829190887
528,-0.9847391285292981
529,-0.8602661297393969
530,1.739334475868444
531,-0.5815464227767594
532,1.8999372068631626
533,1.796143182071003
534,1.7609159033293451
535,-0.7242735976020757
536,1.8989787596139134
537,-0.9801397629787509
538,1.7852082085714487
539,-0.5792261506659602
540,-0.8994954109966921
541,-0.9163232382032446
542,-0.9753223378682163
543,1.9410375882139947
544,1.7188056885031053
545,1.6093705913541174
546,1.9492599089641967
547,-0.9026111404832879
548,0.9369936780743477
549,-0.8653960967253859
550,-0.8805290077989222
551,0.9372179261988981
552,1.9051500282980542
553,-0.8913959151076584
554,-0.8422828674462232
555,-0.6769900460115931
556,-0.9555687181702861
557,1.8187694209217913
558,-0.6047831060751825
559,1.9264429860174994
560,-0.9223519787875186
561,1.5675044040641959
562,1.9029337756917135
563,1.7928331532647588
564,1.7122305724394156
565,1.7014411612766909
566,1.6902182558261043
567,-0.975567923833144
568,-0.993671164310181
569,0.02074808881324487
570,1.6637783304075946
571,-0.9058051174426395
572,1.974025546989691
573,-0.7548830851283455
574,1.7627651063578753
575,-0.8525774022647183
576,-0.7562125771239818
577,1.9836572182484422
578,1.6120532424879919
579,-0.6693226227864373
580,1.9785440725543333
581,1.6556607184075545
582,1.8365607644469806
583,-0.8853799870060642
584,-0.8348502397328478
585,1.8498804145051733
586,1.8549954556536794
587,1.6739890035759275
588,1.926618256591143
589,1.9576311423166015
590,1.7786735233389777
591,-0.8782789724362042
592,-0.6058045025426089
593,1.7420971119713098
594,0.051026920968019356
595,1.946270277746628
596,1.9916822343663667
597,-0.8523102074172104
598,-0.9496271672153316
599,1.9701701601871304
600,-0.7839075608601506
601,-0.9340671049836393
602,-0.7363501592451444
603,1.646583519180085
604,1.6639552595885423
605,1.7108515457506723
606,1.7561643004733205
607,-0.5973315916659727
608,-0.6149664910929162
609,-0.6654520287647774
610,-0.734547548176568
611,1.6271252480245502
612,-0.8876369326020903
613,0.011340066113124813
614,-0.9895465643562456
615,1.6775505177698664
616,1.931130924098209
617,-0.923054377909621
618,-0.6821941869541269
619,-0.6805565629867795
620,1.7585678181524784
621,-0.6139294203860274
622,-0.8620367605042727
623,1.6281726017745388
624,-0.7047604911566583
625,1.7401584445372886
626,1.60765110404083
627,-0.6586690372625374
628,1.7010441320598657
629,-0.9259900414467741
630,-0.6081779201712642
631,1.9424045017995366
632,1.8138106140539099
633,-0.8642837905696861
634,-0.7713677841747796
635,-0.9797995372163985
636,1.8538166228446964
637,1.8729237259931528
638,1.6732630846497543
639,0.06357526818403439
640,1.830015180969506
641,1.8439424272852578
642,0.9899527008025146
643,-0.5747399865407731
644,1.951217117004904
645,1.8697728844903443
646,1.6213887929083146
647,1.7153562653384073
648,1.706764499667264
649,-0.6777484842353548
650,-0.9546097485950461
651,-0.6164098119159266
652,1.9904608366270273
653,0.033148172037324716
654,-0.9557361173708322
655,-0.9951727780320777
656,-0.8867100271370467
657,-0.9920225840703116
658,-0.8229002916318761
659,-0.810509138015269
660,0.02829906854568568
661,1.881536047303307
662,-0.9358116200649044
663,-0.6501502277289708
664,1.9212082661471286
665,1.5705112404847879
666,-0.675986255430469
667,1.8421113761542902
668,1.660029145638667
669,-0.9053053494525202
670,0.053162955308929484
671,1.824777888832214
672,-0.6047027006180968
673,1.8447369439417538
674,-0.70755073267056
675,0.9732842072300308
676,1.7267527572433625
677,1.7523472689184088
678,-0.8016771098123299
679,1.9607212357467532
680,1.835863271866638
681,1.758131085194241
682,-0.7158479711256874
683,-0.8108598621862332
684,-0.8978625342864939
685,-0.9307145736137493
686,-0.5805755885655071
687,-0.840928816361206
688,1.9121849215243376
689,-0.9228844276897334
690,-0.8657083651229508
691,-0.8496482665118714
692,1.9261937693354265
693,0.0110125873024271
694,-0.9841738972428141
695,1.902611140375912
696,1.6152546715145804
697,-0.995227019063106
698,-0.7221652032304391
699,1.934418318922611
700,0.942269860959187
701,-0.7261858684265178
702,-0.5806063276852834
703,-0.7599234745495308
704,1.9413730259388953
705,1.6411606620048125
706,-0.8201499818847039
707,1.9512331862599592
708,1.8111821963836672
709,1.8196808849972967
710,1.8954659126305298
711,-0.7188405044227167
712,-0.6504250719590275
713,1.8474184437410308
714,-0.6497220095666457
715,1.926894443495499
716,1.820023585802282
717,-0.9878710423209797
718,0.9498589881409552
719,1.78448996619432
720,1.6621014844985538
721,1.9394546695180002
722,1.7472598840518871
723,-0.8183517936911449
724,0.03309609917074329
725,1.8511728788727646
726,0.048922889795080936
727,1.6719524472924032
728,1.7876071422812412
729,1.8499976111123897
730,-0.5750280452111333
731,-0.7718297618335304
732,-0.8936533841232692
733,-0.9046334227420403
734,-0.5946401293636876
735,1.5683378691645204
736,-0.6886286803470687
737,1.790680055469215
738,1.8058537248662427
739,-0.9059215974078245
740,1.6460863396440588
741,1.5872454259228876
742,-0.7033347992860078
743,-0.9785086958616939
744,-0.7531591546368048
745,-0.7193647655743136
746,-0.9583128910233903
747,1.5673082174466766
748,1.9425883657676188
749,-0.784987573517762
750,-0.6984524219804084
751,-0.8809513609820968
752,-0.9858658165023565
753,1.922357434820602
754,-0.8144059839813915
755,1.8194772775637456
756,-0.9028144534828514
757,-0.6639750111273195
758,-0.7144551541705494
759,0.05678531952266689
760,-0.918253676870126
761,1.6293977679044043
762,1.8695226086692278
763,-0.9312720067794131
764,-0.9555624267469848
765,0.060685036837864526
766,1.6871199183345786
767,1.718061976158232
768,-0.7014045473793282
769,-0.8027284997668056
770,0.006061234543659444
771,-0.8138636153096473
772,0.05043899166578636
773,1.9660824349888268
774,1.9688102688471092
775,-0.9755219410445978
776,1.9898536831660192
777,-0.828740462751407
778,0.9947816311909949
779,-0.9783621647416709
780,1.6430334310890062
781,-0.7610481284507964
782,1.9951897453210166
783,-0.6973703856714569
784,1.755209330899392
785,1.728603712772939
786,-0.5778811008459294
787,0.05868429220271173
788,-0.631492850711838
789,-0.9331191449649477
790,1.6785555166998924
791,-0.565193485859369
792,1.869829383262339
793,0.9860661419010442
794,1.6717445566235518
795,1.5808162570276891
796,-0.9469409620044216
797,-0.9046733914686887
798,1.809297888693688
799,1.844615753876036
800,-0.7346110656536725
801,1.9349757902915907
802,1.7348920110967665
803,1.847870924953555
804,-0.7980037519807434
805,1.7032278236860976
806,1.6212984163606754
807,-0.8618107716987232
808,-0.9738051835175853
809,1.940491812024589
810,1.9706481574979509
811,1.8665481275093307
812,-0.5769812891187345
813,-0.7619510413020099
814,1.8435094256598463
815,-0.846162600655951
816,1.8539546048753759
817,0.06039783432830314
818,1.690397410874877
819,-0.7345680863331239
820,-0.6443359183359351
821,-0.9743665832245085
822,1.9106211151473462
823,-0.799119068248204
824,1.9590736658484178
825,1.7771973781924588
826,1.9755621828225285
827,-0.6216908619473566
828,-0.7093913223541796
829,1.9034790372804264
830,-0.9696755709450002
831,1.8907382274162976
832,1.7066184799866102
833,1.9041760382501385
834,-0.7130186384907091
835,-0.95852093918251
836,-0.9036715181934076
837,-0.5852047533248861
838,-0.576734104599704
839,1.5720978038268116
840,0.015834804996551502
841,-0.6926254126011174
842,0.9616063794141794
843,1.5994244609818147
844,1.9596470825965158
845,1.8549421234750372
846,-0.9524344590813523
847,-0.6539873777292617
848,-0.6433223093914927
849,-0.8962707427294597
850,1.9522356769414848
851,-0.8375808536106054
852,1.8956149790153511
853,1.5921680246333139
854,1.6533847022209598
855,-0.8486552716916839
856,-0.9463397877968036
857,1.8244441671184286
858,1.7191823043121544
859,1.8433343378302889
860,-0.9951438757594832
861,-0.589988067431153
862,-0.8984500522289398
863,1.9830988200588144
864,1.7931943178219256
865,-0.8911961534875628
866,-0.784126720912467
867,-0.5972684690184943
868,-0.612896535755013
869,1.9826171192636575
870,-0.6050653155110528
871,1.8799594854536952
872,1.640779476446801
873,1.7928970555751889
874,1.9638218801158978
875,1.9832609864928017
876,-0.9503699015572693
877,-0.9008339316282754
878,-0.883643301973461
879,0.031224188254488403
880,-0.7854280212083883
881,-0.9523342523183396
882,-0.8270812664786346
883,-0.8193700318721683
884,-0.8252412099659838
885,-0.8119839276084045
886,-0.9043201497261408
887,-0.8330181625663099
888,1.7750615126271394
889,1.7726290083537966
890,-0.935992343397618
891,1.8512857449348055
892,-0.9385753078774018
893,1.9371814477270901
894,1.6107848851186701
895,-0.6347679323752575
896,1.9830440315820517
897,1.6423149017781054
898,-0.915215651701176
899,-0.9796191202300558
900,-0.697869136103089
901,-0.8811855400234359
902,1.9472638972479492
903,-0.7118157198710104
904,-0.985632478316839
905,-0.6709564775224429
906,1.9446892845999058
907,1.5849998787855675
908,-0.6534508153770753
909,-0.6625701254806768
910,1.90572096737678
911,-0.9477006596285676
912,1.6585057573540756
913,-0.8619522465816184
914,-0.8281898838408367
915,-0.6109503393199405
916,-0.9472806713180415
917,1.9842381452246645
918,1.6810153532999128
919,-0.8981099037497832
920,-0.5794883670585093
921,1.7356491024786116
922,-0.9510068430637575
923,-0.8786809752892468
924,-0.8034363815558453
925,-0.5698813270036176
926,1.97428092622309
927,-0.6421381048445789
928,1.8172533080958992
929,-0.7792282621401754
930,-0.7982099200043875
931,0.96644302546156
932,1.5758191069376364
933,1.6716858856110284
934,1.6498468190904199
935,-0.9568197442631081
936,-0.9311713985100742
937,-0.8973674138146852
938,1.741114324150688
939,-0.6912327100929804
940,1.810537936937301
941,-0.7318688794120043
942,1.7948979396370657
943,-0.8942316818000473
944,1.8668736363929215
945,-0.7621427681142584
946,-0.6735315752551411
947,0.9512027835138732
948,1.7810260941747493
949,-0.9768489702965475
950,1.7176217961251785
951,1.6300341276818304
952,1.919067694754212
953,-0.983999918177725
954,-0.7893623078831967
955,-0.9151655612764048
956,-0.7990305056776347
957,-0.7960788318979151
958,0.9548852791631185
959,1.7263883013338746
960,-0.9993631448175648
961,1.8423472592539607
962,-0.9215224071066703
963,1.6908538454190083
964,-0.6712350609035168
965,1.906539660545806
966,0.050428969210771446
967,0.9899873901853493
968,1.7450411796923944
969,1.995708996049459
970,1.7568206141097702
971,1.9264655460884483
972,1.5940785287780472
973,1.5919102321877232
974,-0.8666659538031378
975,0.006061786219280679
976,-0.8240383768224668
977,1.6440262776591714
978,-0.6312260460982809
979,-0.8486633100733953
980,0.034226374701811266
981,0.9672448274074114
982,-0.8799807990939293
983,-0.7978746745732658
984,1.929923017798962
985,-0.6765649336740168
986,1.5970099738446644
987,1.8658066700362796
988,1.8638252344895128
989,-0.88541742748972
990,1.9776135121987473
991,1.602612599819497
992,1.868742625126679
993,1.8113117336218305
994,1.8657064830717558
995,1.9685472379032591
996,-0.8694750980102548
997,-0.7044337290542116
998,1.9871122001318113
999,1.7947111023431344
1000,-0.7114810859269242
1001,-0.7715517356251601
1002,1.9913402693073647
1003,-0.6299456121669079
1004,-0.8097075907665252
1005,-0.6626648767591321
1006,1.9203133304519469
1007,-0.7730059610237316
1008,-0.6908199283706423
1009,1.742866162279951
1010,1.8575249819297175
1011,1.971449149107565
1012,-0.7211432682881553
1013,-0.8055173882509843
1014,-0.7038353024412538
1015,1.952277080132735
1016,-0.582747156839029
1017,-0.708512905537637
1018,-0.7255653590216361
1019,-0.8199547590955726
1020,-0.9169506034997983
1021,-0.7706510905047077
1022,1.6801657605636247
1023,-0.900211293770897
1024,-0.8507240814777448
1025,-0.719361336819791
1026,1.9785254613179097
1027,1.9910647578005138
1028,1.618071545507672
1029,1.6104582770329114
1030,1.8369651852696738
1031,-0.7167502372505998
1032,1.8515208414945437
1033,-0.7395185508899418
1034,1.6595294450600933
1035,-0.8856883501627512
1036,-0.7918838012364132
1037,-0.9747309070848179
1038,1.989868981259482
1039,-0.685271797703584
1040,0.05650983799959648
1041,1.999978818971537
1042,1.9481951928775998
1043,-0.6152859458189092
1044,1.9073466955140996
1045,1.8913460380878173
1046,1.8256187295844617
1047,1.93519356511659
1048,1.8860201639577814
1049,1.5894487594945998
1050,-0.8618745614534332
1051,-0.9508288037280224
1052,-0.7946494211451076
1053,1.6720186616324988
1054,1.906921428547744
1055,1.9220881405715273
1056,1.8402627004837726
1057,1.9431452147224328
1058,-0.9477017767803888
1059,1.9081465058876421
1060,-0.8641128305261421
1061,1.8782847500253002
1062,1.5986221170632349
1063,-0.9272551071801596
1064,0.9442062855610478
1065,-0.8857738805128148
1066,1.9906341463503727
1067,1.9107590001677541
1068,1.8540787535642878
1069,0.935995610604394
1070,-0.8535456902152365
1071,-0.7708334953014602
1072,1.6923631460411706
1073,1.9121491877975874
1074,1.8526548330207728
1075,0.03349919868286288
1076,-0.846844868320529
1077,1.7838536960458786
1078,-0.6546994346664561
1079,1.6057266869670008
1080,1.8283095029203307
1081,-0.8957956912435552
1082,-0.6361917819384656
1083,-0.9610953038326414
1084,1.8601671050174968
1085,-0.7333894346276583
1086,1.9153939241146005
1087,-0.6334717594918441
1088,1.9762696269803433
1089,-0.8123647795765966
1090,-0.9774846981131784
1091,1.7236984368325148
1092,1.7872599685712778
1093,1.9632110050421252
1094,1.7900512383254592
1095,0.0008491599798130603
1096,1.7161724957980016
1097,1.6644843318516969
1098,1.7712569128870848
1099,1.8161464207253988
1100,-0.8243729159952492
1101,-0.7614522990807098
1102,-0.5904021006943198
1103,1.9387837725968797
1104,1.9338453245740233
1105,1.5832827117520405
1106,1.6757926222636415
1107,-0.9711707301093594
1108,-0.7956868996003487
1109,1.903139621178092
1110,1.942997256270124
1111,1.8065766142861264
1112,-0.6725837739233228
1113,-0.96794443583032
1114,-0.9500637511002342
1115,-0.9540081778933135
1116,1.9734123059650963
1117,0.9644774752101791
1118,0.023831386336229818
1119,1.8501284555260822
1120,-0.8182030805768972
1121,-0.8063837091381133
1122,1.751429024838882
1123,1.71057501619855
1124,1.7974079516483121
1125,1.5840306760537273
1126,-0.9179482125752553
1127,-0.7167587950199594
1128,-0.5725195539593293
1129,1.8981964525615351
1130,1.644093941810881
1131,1.7185091874071214
1132,-0.9276100563890075
1133,-0.6365089494472718
1134,1.9897457416752422
1135,-0.7264664607902973
1136,0.01609819823993021
1137,-0.9534744872212746
1138,-0.8774525550189927
1139,-0.921548701941276
1140,1.9858709154282663
1141,0.9748991426259541
1142,1.8940758435123368
1143,-0.8330255803495247
1144,-0.6124992202624903
1145,-0.7778566675175289
1146,-0.9814041803675363
1147,1.7503681393522548
1148,1.6696401309180788
1149,1.913225203030555
1150,1.8643180782841184
1151,0.9453717046763687
1152,1.955293720706283
1153,-0.849395215638681
1154,-0.5923424946349021
1155,1.9996504631929481
1156,1.990616981340915
1157,-0.9411098232992228
1158,1.7546120417855242
1159,-0.922187830453059
1160,1.9828275485280542
1161,1.6300097059770027
1162,1.8528065820048307
1163,-0.9169644111170496
1164,1.9388047270938684
1165,-0.6735478098479942
1166,0.007582047427191513
1167,1.9423294044961639
1168,0.9543729358319061
1169,-0.8567981955049836
1170,-0.7593621281872525
1171,1.9244537627189324
1172,-0.9497417714469704
1173,1.89131184570511
1174,-0.6270246428925755
1175,1.6845265884450586
1176,1.5763921878955764
1177,1.9612209038938369
1178,1.595358733812842
1179,-0.8538850242078144
1180,1.947201636344616
1181,1.8271971107712632
1182,1.7630306764131847
1183,1.8469135295897792
1184,-0.8363884764370267
1185,-0.8298424163661933
1186,1.9739524844936844
1187,-0.7963099449231026
1188,0.049207329805560036
1189,1.7642028839979007
1190,-0.7736210656711685
1191,-0.8199565002914705
1192,-0.9752377056887014
1193,-0.8354763659284441
1194,1.5706000787191277
1195,1.6805588863483572
1196,-0.9938613703860311
1197,1.8955975010943014
1198,-0.9381261527886343
1199,1.9598731028051979
1200,1.8093854451996387
1201,1.910159502902309
1202,-0.7611154017978037
1203,0.0635715076847662
1204,1.9451337715668122
1205,-0.6759841779658226
1206,1.8485639656238035
1207,-0.8118475145404713
1208,-0.8708231913108647
1209,1.8762013449034163
1210,1.7401658918734582
1211,1.9659483535877076
1212,0.9692516590669754
1213,1.8997497748434524
1214,1.8277981694228527
1215,1.9965525788360219
